epoch,lr-AdamW,step,test_accuracy,test_dice,test_iou,test_loss,test_mse,train_accuracy_epoch,train_accuracy_step,train_dice_epoch,train_dice_step,train_iou_epoch,train_iou_step,train_loss_epoch,train_loss_step,train_mse_epoch,train_mse_step,val_accuracy,val_dice,val_iou,val_loss,val_mse
,0.0005,0,,,,,,,,,,,,,,,,,,,,
0,,9,,,,,,,0.9284194707870483,,0.29122573137283325,,0.17042961716651917,,1.3024390935897827,,0.5704707503318787,,,,,
0,,19,,,,,,,0.979215681552887,,0.6026574969291687,,0.43128833174705505,,1.1692924499511719,,1.2906309366226196,,,,,
0,,29,,,,,,,0.9825464487075806,,0.6818636059761047,,0.5172936320304871,,1.0702558755874634,,1.9750398397445679,,,,,
0,,39,,,,,,,0.9847187995910645,,0.6947043538093567,,0.5322199463844299,,1.0022568702697754,,2.8793067932128906,,,,,
0,,49,,,,,,,0.9892403483390808,,0.78664231300354,,0.6483185291290283,,0.8961601257324219,,3.9919795989990234,,,,,
0,,59,,,,,,,0.9913878440856934,,0.7861958146095276,,0.647712230682373,,0.8537172675132751,,5.491552352905273,,,,,
0,,69,,,,,,,0.9883933663368225,,0.7175165414810181,,0.5594742894172668,,0.7986887097358704,,7.255341053009033,,,,,
0,,79,,,,,,,0.9896912574768066,,0.7630825638771057,,0.6169227957725525,,0.6944977045059204,,9.30823040008545,,,,,
0,,89,,,,,,,0.9916170239448547,,0.8108168840408325,,0.6818267703056335,,0.579271137714386,,11.579558372497559,,,,,
0,,99,,,,,,,0.9912159442901611,,0.776694118976593,,0.6349140405654907,,0.5598687529563904,,13.997122764587402,,,,,
0,,109,,,,,,,0.9916443824768066,,0.7500372529029846,,0.6000477075576782,,0.5399972200393677,,16.73797607421875,,,,,
0,,119,,,,,,,0.9931914806365967,,0.8222208023071289,,0.6981111168861389,,0.41030341386795044,,19.44558334350586,,,,,
0,,129,,,,,,,0.9923568964004517,,0.7984496355056763,,0.6645161509513855,,0.39082029461860657,,22.050731658935547,,,,,
0,,139,,,,,,,0.9932288527488708,,0.834187388420105,,0.7155416011810303,,0.3156891465187073,,24.77674674987793,,,,,
0,,149,,,,,,,0.9901895523071289,,0.7378511428833008,,0.5845991373062134,,0.3952459990978241,,27.306535720825195,,,,,
0,,159,,,,,,,0.9954485297203064,,0.8822126388549805,,0.789249062538147,,0.23942650854587555,,30.084285736083984,,,,,
0,,169,,,,,,,0.991788923740387,,0.7745245695114136,,0.6320196390151978,,0.33257031440734863,,31.63825035095215,,,,,
0,,179,,,,,,,0.9936648011207581,,0.849642276763916,,0.7385896444320679,,0.23241718113422394,,34.077884674072266,,,,,
0,,189,,,,,,,0.9885976314544678,,0.727088451385498,,0.5712010264396667,,0.35686981678009033,,35.864410400390625,,,,,
0,,195,,,,,,,,,,,,,,,,0.9952035546302795,0.8655902743339539,0.7654861807823181,0.2063964605331421,38.03033447265625
0,,195,,,,,,0.9796853065490723,,0.7284661531448364,,0.5937756896018982,,0.6490985155105591,,15.549720764160156,,,,,,
,0.0005,196,,,,,,,,,,,,,,,,,,,,
1,,199,,,,,,,0.9902393817901611,,0.7487494945526123,,0.5984010100364685,,0.33138495683670044,,37.321495056152344,,,,,
1,,209,,,,,,,0.9936597943305969,,0.8294121623039246,,0.7085433006286621,,0.24033772945404053,,39.28302764892578,,,,,
1,,219,,,,,,,0.9943573474884033,,0.8587816953659058,,0.7525131106376648,,0.20194202661514282,,40.035980224609375,,,,,
1,,229,,,,,,,0.993876576423645,,0.8227829933166504,,0.6989220976829529,,0.24401813745498657,,41.86112976074219,,,,,
1,,239,,,,,,,0.9945616722106934,,0.8398503661155701,,0.7239155173301697,,0.21954452991485596,,43.45356369018555,,,,,
1,,249,,,,,,,0.9957300424575806,,0.9049256443977356,,0.8263600468635559,,0.14477244019508362,,44.099517822265625,,,,,
1,,259,,,,,,,0.996073842048645,,0.89283287525177,,0.8064119815826416,,0.1559918075799942,,46.388736724853516,,,,,
1,,269,,,,,,,0.9944545030593872,,0.8643013834953308,,0.7610306143760681,,0.18156632781028748,,46.68800354003906,,,,,
1,,279,,,,,,,0.9951645135879517,,0.8793885707855225,,0.7847399115562439,,0.16005371510982513,,48.561119079589844,,,,,
1,,289,,,,,,,0.9956502914428711,,0.87453293800354,,0.7770399451255798,,0.1693556308746338,,49.74613952636719,,,,,
1,,299,,,,,,,0.9951570630073547,,0.8575615286827087,,0.7506413459777832,,0.18437613546848297,,50.0700798034668,,,,,
1,,309,,,,,,,0.9939388632774353,,0.8444671630859375,,0.7308032512664795,,0.19929486513137817,,51.69559097290039,,,,,
1,,319,,,,,,,0.9941331744194031,,0.8306121230125427,,0.7102964520454407,,0.2073054164648056,,52.746482849121094,,,,,
1,,329,,,,,,,0.9948705434799194,,0.8695762157440186,,0.7692480087280273,,0.16713784635066986,,53.62665557861328,,,,,
1,,339,,,,,,,0.9914476275444031,,0.7700756788253784,,0.6261163353919983,,0.28283342719078064,,54.18388748168945,,,,,
1,,349,,,,,,,0.9958546161651611,,0.8927696943283081,,0.806308925151825,,0.14081846177577972,,55.134944915771484,,,,,
1,,359,,,,,,,0.9926857352256775,,0.8014606237411499,,0.6686978340148926,,0.24430108070373535,,55.64556121826172,,,,,
1,,369,,,,,,,0.9958770275115967,,0.894323468208313,,0.8088473081588745,,0.13442111015319824,,56.81819534301758,,,,,
1,,379,,,,,,,0.9972671270370483,,0.9240357279777527,,0.8587977886199951,,0.1031125858426094,,57.9665641784668,,,,,
1,,389,,,,,,,0.9921277165412903,,0.797617495059967,,0.6633642315864563,,0.24419745802879333,,57.89509582519531,,,,,
1,,391,,,,,,,,,,,,,,,,0.9969603419303894,0.9149801731109619,0.8447213768959045,0.11060354113578796,59.299102783203125
1,,391,,,,,,0.9943321943283081,,0.8502822518348694,,0.74346524477005,,0.1965102255344391,,49.161720275878906,,,,,,
,0.0005,392,,,,,,,,,,,,,,,,,,,,
2,,399,,,,,,,0.9952542185783386,,0.8797576427459717,,0.7853279113769531,,0.14945612847805023,,59.3958625793457,,,,,
2,,409,,,,,,,0.9956303834915161,,0.8869845271110535,,0.7969202399253845,,0.1421460658311844,,59.99443817138672,,,,,
2,,419,,,,,,,0.9921326637268066,,0.8080242872238159,,0.6778866052627563,,0.23399199545383453,,60.91257095336914,,,,,
2,,429,,,,,,,0.994783341884613,,0.8786649703979492,,0.7835882306098938,,0.14645957946777344,,61.3798942565918,,,,,
2,,439,,,,,,,0.996004045009613,,0.8795434236526489,,0.7849866151809692,,0.14754031598567963,,61.79900360107422,,,,,
2,,449,,,,,,,0.9974514842033386,,0.9365502595901489,,0.8806718587875366,,0.08517352491617203,,62.394283294677734,,,,,
2,,459,,,,,,,0.9968959093093872,,0.9282836318016052,,0.8661653995513916,,0.09255679696798325,,63.61357879638672,,,,,
2,,469,,,,,,,0.9925312995910645,,0.8058038353919983,,0.6747667789459229,,0.2349185198545456,,63.98795700073242,,,,,
2,,479,,,,,,,0.9961809515953064,,0.8945013880729675,,0.8091384172439575,,0.1307535469532013,,64.67777252197266,,,,,
2,,489,,,,,,,0.9951844215393066,,0.8856821656227112,,0.7948200702667236,,0.14182329177856445,,65.2427978515625,,,,,
2,,499,,,,,,,0.9939637184143066,,0.8509748578071594,,0.7406059503555298,,0.1792788952589035,,65.8388900756836,,,,,
2,,509,,,,,,,0.9917042255401611,,0.7932190895080566,,0.657301664352417,,0.24825486540794373,,66.45317840576172,,,,,
2,,519,,,,,,,0.9962980151176453,,0.9048045873641968,,0.8261581659317017,,0.11632288992404938,,66.70645141601562,,,,,
2,,529,,,,,,,0.9955307245254517,,0.8840935230255127,,0.7922649383544922,,0.14218658208847046,,67.1975326538086,,,,,
2,,539,,,,,,,0.9959293007850647,,0.8933420181274414,,0.8072431087493896,,0.13472412526607513,,68.05622863769531,,,,,
