epoch,lr-Adam,step,test_accuracy,test_dice,test_iou,test_loss,test_mse,train_accuracy_epoch,train_accuracy_step,train_dice_epoch,train_dice_step,train_iou_epoch,train_iou_step,train_loss_epoch,train_loss_step,train_mse_epoch,train_mse_step,val_accuracy,val_dice,val_iou,val_loss,val_mse
,0.001,0,,,,,,,,,,,,,,,,,,,,
0,,9,,,,,,,0.8456507921218872,,0.0,,0.0,,0.914973795413971,,0.18628396093845367,,,,,
0,,19,,,,,,,0.9660719037055969,,0.0,,0.0,,0.8543554544448853,,0.11038614809513092,,,,,
0,,29,,,,,,,0.9783163070678711,,0.0,,0.0,,0.8051449060440063,,0.06300658732652664,,,,,
0,,39,,,,,,,0.9945666193962097,,0.0,,0.0,,0.7699354290962219,,0.026266254484653473,,,,,
0,,49,,,,,,,0.9913753867149353,,0.0,,0.0,,0.7437009215354919,,0.018705304712057114,,,,,
0,,59,,,,,,,0.9968834519386292,,0.0,,0.0,,0.7234655618667603,,0.006471830885857344,,,,,
0,,69,,,,,,,0.9971176385879517,,0.0,,0.0,,0.7150517702102661,,0.004585569724440575,,,,,
0,,79,,,,,,,0.9982686042785645,,0.0,,0.0,,0.7102950811386108,,0.002993769710883498,,,,,
0,,89,,,,,,,0.9980344176292419,,0.0,,0.0,,0.7060588002204895,,0.002564313355833292,,,,,
0,,99,,,,,,,0.9991355538368225,,0.0,,0.0,,0.7030879259109497,,0.0012454378884285688,,,,,
0,,109,,,,,,,0.9989636540412903,,0.0,,0.0,,0.7017266154289246,,0.0013202875852584839,,,,,
0,,119,,,,,,,0.9993597269058228,,0.0,,0.0,,0.7003374695777893,,0.0008419365040026605,,,,,
0,,129,,,,,,,0.9991430044174194,,0.0,,0.0,,0.6996951699256897,,0.0010104933753609657,,,,,
0,,139,,,,,,,0.9995241761207581,,0.0,,0.0,,0.6985837817192078,,0.0005948906182311475,,,,,
0,,149,,,,,,,0.9993248581886292,,0.0,,0.0,,0.6982218027114868,,0.0007539589423686266,,,,,
0,,159,,,,,,,0.9996287822723389,,0.0,,0.0,,0.697628915309906,,0.0004557157517410815,,,,,
0,,169,,,,,,,0.9996362924575806,,0.0,,0.0,,0.6970359683036804,,0.00042111281072720885,,,,,
0,,179,,,,,,,0.9997383952140808,,0.0,,0.0,,0.6966063976287842,,0.0003079104353673756,,,,,
0,,189,,,,,,,0.9997408986091614,,0.0,,0.0,,0.6963399648666382,,0.000299533101497218,,,,,
0,,199,,,,,,,0.9997608661651611,,0.0,,0.0,,0.6962530016899109,,0.0002783868694677949,,,,,
0,,209,,,,,,,0.9997608661651611,,0.0,,0.0,,0.6957777142524719,,0.00026672426611185074,,,,,
0,,219,,,,,,,0.999775767326355,,0.0,,0.0,,0.695647656917572,,0.00024957305868156254,,,,,
0,,229,,,,,,,0.9998306035995483,,0.0,,0.0,,0.6953948736190796,,0.00018795729556586593,,,,,
0,,239,,,,,,,0.9998181462287903,,0.0,,0.0,,0.6952584385871887,,0.00019944942323490977,,,,,
0,,249,,,,,,,0.9996960759162903,,0.0,,0.0,,0.6953057050704956,,0.0003192434960510582,,,,,
0,,259,,,,,,,0.9998281002044678,,0.0,,0.0,,0.6950205564498901,,0.00018607292440719903,,,,,
0,,269,,,,,,,0.9997807741165161,,0.0,,0.0,,0.6948545575141907,,0.00022761759464628994,,,,,
0,,279,,,,,,,0.9998355507850647,,0.0,,0.0,,0.6947348117828369,,0.00016960699576884508,,,,,
0,,289,,,,,,,0.999735951423645,,0.0,,0.0,,0.6946821808815002,,0.00026974178035743535,,,,,
0,,299,,,,,,,0.9997708201408386,,0.0,,0.0,,0.6946238875389099,,0.0002356711629545316,,,,,
0,,299,,,,,,,,,,,,,,,,0.9988347887992859,0.0,0.0,0.6951622366905212,0.001173512195236981
0,,299,,,,,,0.9853432178497314,,0.0,,0.0,,0.7242270112037659,,0.01934223622083664,,,,,,
1,,300,0.9988356828689575,0.0,0.0,0.6951602101325989,0.0011727033415809274,,,,,,,,,,,,,,,
