epoch,lr-Adam,step,test_accuracy,test_dice,test_iou,test_loss,test_mse,train_accuracy_epoch,train_accuracy_step,train_dice_epoch,train_dice_step,train_iou_epoch,train_iou_step,train_loss_epoch,train_loss_step,train_mse_epoch,train_mse_step,val_accuracy,val_dice,val_iou,val_loss,val_mse
,0.001,0,,,,,,,,,,,,,,,,,,,,
0,,9,,,,,,,0.9597417116165161,,0.0,,0.0,,0.8278106451034546,,0.0813472643494606,,,,,
0,,19,,,,,,,0.9916269779205322,,0.0,,0.0,,0.7680847644805908,,0.027105702087283134,,,,,
0,,29,,,,,,,0.9974365234375,,0.0,,0.0,,0.7461357116699219,,0.013061784207820892,,,,,
0,,39,,,,,,,0.9999651312828064,,0.0,,0.0,,0.725013792514801,,0.004425299819558859,,,,,
0,,49,,,,,,,1.0,,0.0,,0.0,,0.7143687605857849,,0.0020428330171853304,,,,,
0,,59,,,,,,,1.0,,0.0,,0.0,,0.7081363797187805,,0.000982605735771358,,,,,
0,,69,,,,,,,1.0,,0.0,,0.0,,0.7046133279800415,,0.0005894555943086743,,,,,
0,,79,,,,,,,1.0,,0.0,,0.0,,0.7019567489624023,,0.0003494551929179579,,,,,
0,,89,,,,,,,1.0,,0.0,,0.0,,0.7004035711288452,,0.0002544614253565669,,,,,
0,,99,,,,,,,1.0,,0.0,,0.0,,0.6992170214653015,,0.0001721254229778424,,,,,
0,,109,,,,,,,1.0,,0.0,,0.0,,0.698439359664917,,0.00012937501014675945,,,,,
0,,119,,,,,,,1.0,,0.0,,0.0,,0.6976388096809387,,9.195288293994963e-05,,,,,
0,,129,,,,,,,1.0,,0.0,,0.0,,0.6970754861831665,,7.387874939013273e-05,,,,,
0,,139,,,,,,,1.0,,0.0,,0.0,,0.6966083645820618,,5.5388794862665236e-05,,,,,
0,,149,,,,,,,1.0,,0.0,,0.0,,0.696264386177063,,4.77115208923351e-05,,,,,
0,,159,,,,,,,1.0,,0.0,,0.0,,0.6959266662597656,,3.601048229029402e-05,,,,,
0,,169,,,,,,,1.0,,0.0,,0.0,,0.6956612467765808,,2.8999191272305325e-05,,,,,
0,,179,,,,,,,1.0,,0.0,,0.0,,0.6954250335693359,,2.379770558036398e-05,,,,,
0,,189,,,,,,,1.0,,0.0,,0.0,,0.6952314972877502,,1.956470987352077e-05,,,,,
0,,199,,,,,,,1.0,,0.0,,0.0,,0.6950528025627136,,1.6330675862263888e-05,,,,,
0,,209,,,,,,,1.0,,0.0,,0.0,,0.6949158310890198,,1.3710407984035555e-05,,,,,
0,,219,,,,,,,1.0,,0.0,,0.0,,0.694787859916687,,1.2660453649004921e-05,,,,,
0,,229,,,,,,,1.0,,0.0,,0.0,,0.6946498155593872,,1.0120694241777528e-05,,,,,
0,,239,,,,,,,1.0,,0.0,,0.0,,0.6945439577102661,,8.524200893589295e-06,,,,,
0,,249,,,,,,,1.0,,0.0,,0.0,,0.6944450736045837,,7.672880201425869e-06,,,,,
0,,249,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.6944484710693359,7.499973435187712e-06
0,,249,,,,,,0.9939345717430115,,0.0,,0.0,,0.7136121392250061,,0.009273004718124866,,,,,,
1,,250,1.0,0.0,0.0,0.6944500803947449,7.5175239544478245e-06,,,,,,,,,,,,,,,
