epoch,lr-AdamW,step,train_accuracy_epoch,train_accuracy_step,train_dice_epoch,train_dice_step,train_iou_epoch,train_iou_step,train_loss_epoch,train_loss_step,train_mse_epoch,train_mse_step,val_accuracy,val_dice,val_iou,val_loss,val_mse
,0.0005,0,,,,,,,,,,,,,,,
0,,9,,0.041720643639564514,,0.03006669506430626,,0.01526279840618372,,1.6516971588134766,,0.5696037411689758,,,,,
0,,19,,0.0438232421875,,0.037958595901727676,,0.019346481189131737,,1.5818792581558228,,0.32794803380966187,,,,,
0,,29,,0.7178207635879517,,0.10461411625146866,,0.055194102227687836,,1.4886560440063477,,0.19412295520305634,,,,,
0,,39,,0.7056585550308228,,0.0944409966468811,,0.0495607815682888,,1.4350742101669312,,0.26854759454727173,,,,,
0,,49,,0.9100890159606934,,0.23524674773216248,,0.13330291211605072,,1.374538540840149,,0.5203547477722168,,,,,
0,,59,,0.9705760478973389,,0.5148091912269592,,0.3466283082962036,,1.2907025814056396,,0.8371521234512329,,,,,
0,,69,,0.9772824645042419,,0.568126916885376,,0.3967718482017517,,1.201978087425232,,1.4288212060928345,,,,,
0,,79,,0.9876609444618225,,0.7293294668197632,,0.5739721059799194,,1.1269557476043701,,1.8804891109466553,,,,,
0,,89,,0.9829350709915161,,0.6771913170814514,,0.5119344592094421,,1.0789930820465088,,2.3320412635803223,,,,,
0,,99,,0.9893873333930969,,0.7551724314689636,,0.6066482067108154,,1.0248781442642212,,2.840089797973633,,,,,
0,,109,,0.9911361932754517,,0.7984135746955872,,0.6644662618637085,,0.9691174626350403,,3.572277784347534,,,,,
0,,119,,0.9904685616493225,,0.794323205947876,,0.658819317817688,,0.9174264669418335,,4.207023620605469,,,,,
0,,129,,0.9839365482330322,,0.6527732610702515,,0.48453113436698914,,0.923744261264801,,4.867173671722412,,,,,
0,,139,,0.9879000782966614,,0.7561869621276855,,0.6079586744308472,,0.8337491154670715,,5.634365081787109,,,,,
0,,149,,0.9875737428665161,,0.7282040119171143,,0.5725792646408081,,0.82024747133255,,6.669363975524902,,,,,
0,,159,,0.9909070134162903,,0.7835626006126404,,0.6441454887390137,,0.7617583274841309,,7.763500213623047,,,,,
0,,169,,0.9919483661651611,,0.8290308713912964,,0.7079870104789734,,0.6668274402618408,,9.012635231018066,,,,,
0,,179,,0.9950175285339355,,0.8769079446792603,,0.7807978987693787,,0.6212586164474487,,10.366793632507324,,,,,
0,,189,,0.9925562143325806,,0.8019880652427673,,0.6694324612617493,,0.6350902915000916,,12.022897720336914,,,,,
0,,195,,,,,,,,,,,0.9945629239082336,0.8615888953208923,0.7593073844909668,0.5644450187683105,13.698558807373047
0,,195,0.8561813831329346,,0.5464698076248169,,0.4261492192745209,,1.0902414321899414,,3.9495489597320557,,,,,,
,0.0005,196,,,,,,,,,,,,,,,
1,,199,,0.9889464378356934,,0.7212414145469666,,0.5640168786048889,,0.631395161151886,,13.600208282470703,,,,,
1,,209,,0.9926508665084839,,0.8285083174705505,,0.7072250843048096,,0.4933690130710602,,15.13562297821045,,,,,
1,,219,,0.996061384677887,,0.8970904350280762,,0.8133852481842041,,0.41707560420036316,,16.762588500976562,,,,,
1,,229,,0.9916867613792419,,0.8062699437141418,,0.6754207015037537,,0.42781171202659607,,18.47323226928711,,,,,
1,,239,,0.9922647476196289,,0.824882984161377,,0.7019581198692322,,0.37591856718063354,,20.52266502380371,,,,,
1,,249,,0.9934031963348389,,0.8129414916038513,,0.6848369240760803,,0.38879430294036865,,22.53542709350586,,,,,
1,,259,,0.9925362467765808,,0.7866097092628479,,0.6482742428779602,,0.3802669644355774,,24.605369567871094,,,,,
1,,269,,0.9919906854629517,,0.7696496248245239,,0.6255532503128052,,0.3756932020187378,,27.02536392211914,,,,,
1,,279,,0.9944370985031128,,0.8411015272140503,,0.725776731967926,,0.2837753891944885,,29.54411506652832,,,,,
1,,289,,0.9940335154533386,,0.8192316293716431,,0.6938123106956482,,0.2971416115760803,,31.78592300415039,,,,,
1,,299,,0.9947260618209839,,0.8507999181747437,,0.7403410077095032,,0.24650821089744568,,33.75114440917969,,,,,
1,,309,,0.9935178160667419,,0.8149359822273254,,0.6876725554466248,,0.27716153860092163,,35.39433288574219,,,,,
1,,319,,0.9938939809799194,,0.8443710803985596,,0.7306593656539917,,0.22979889810085297,,36.98068618774414,,,,,
1,,329,,0.9944719672203064,,0.8515222668647766,,0.7414355874061584,,0.2168297916650772,,38.50580596923828,,,,,
1,,339,,0.9965770244598389,,0.8993996381759644,,0.8171899914741516,,0.16520686447620392,,40.21889877319336,,,,,
1,,349,,0.9967265129089355,,0.9137569069862366,,0.8412084579467773,,0.14095830917358398,,41.88072967529297,,,,,
1,,359,,0.9912034869194031,,0.7630360126495361,,0.6168619990348816,,0.3066585958003998,,43.33258056640625,,,,,
1,,369,,0.9945118427276611,,0.8314331769943237,,0.7114981412887573,,0.2273312658071518,,44.44000244140625,,,,,
1,,379,,0.9961709976196289,,0.899653971195221,,0.8176100850105286,,0.1480490267276764,,45.28938293457031,,,,,
1,,389,,0.9913927912712097,,0.780397891998291,,0.6398791074752808,,0.2806784212589264,,46.69919967651367,,,,,
1,,391,,,,,,,,,,,0.9964965581893921,0.9001356959342957,0.8210557103157043,0.1499321162700653,44.73989486694336
1,,391,0.9935575723648071,,0.8342544436454773,,0.7198365330696106,,0.3075433671474457,,31.192996978759766,,,,,,
,0.0005,392,,,,,,,,,,,,,,,
2,,399,,0.9911386966705322,,0.7690409421920776,,0.6247494220733643,,0.29249656200408936,,47.92279052734375,,,,,
2,,409,,0.9899802803993225,,0.767191469669342,,0.6223119497299194,,0.29094329476356506,,48.658443450927734,,,,,
2,,419,,0.9944794178009033,,0.8563464283943176,,0.7487813234329224,,0.1901243031024933,,49.43575668334961,,,,,
2,,429,,0.9969058632850647,,0.9091042280197144,,0.833355724811554,,0.12586918473243713,,50.587562561035156,,,,,
2,,439,,0.9957972764968872,,0.8927459120750427,,0.8062701225280762,,0.14724516868591309,,51.58499526977539,,,,,
2,,449,,0.9951769709587097,,0.8771417737007141,,0.7811687588691711,,0.15777456760406494,,52.42994689941406,,,,,
